id,beta_N_pow_SAEM,fact_beta_T_SAEM,fact_delta_T_SAEM,delta_N_SAEM,c_SAEM,cI_SAEM,k_SAEM,g_SAEM,mu_SAEM,P_N_SAEM,fact_P_T_SAEM,alpha_VLSG_SAEM,thresh_Weight_SAEM,beta_immuno_SAEM,beta_N_pow_mean,fact_beta_T_mean,fact_delta_T_mean,delta_N_mean,c_mean,cI_mean,k_mean,g_mean,mu_mean,P_N_mean,fact_P_T_mean,alpha_VLSG_mean,thresh_Weight_mean,beta_immuno_mean,beta_N_pow_mode,fact_beta_T_mode,fact_delta_T_mode,delta_N_mode,c_mode,cI_mode,k_mode,g_mode,mu_mode,P_N_mode,fact_P_T_mode,alpha_VLSG_mode,thresh_Weight_mode,beta_immuno_mode,beta_N_pow_sd,fact_beta_T_sd,fact_delta_T_sd,delta_N_sd,c_sd,cI_sd,k_sd,g_sd,mu_sd,P_N_sd,fact_P_T_sd,alpha_VLSG_sd,thresh_Weight_sd,beta_immuno_sd,Group
101,-4.71098,0,0,2.03809,3,20,3,0,0.001,10214.5,-2.51233,1.42148,4.5,-1.06396e-7,-4.70991,0,0,1.99767,3,20,3,0,0.001,10126.3,-2.51069,1.42054,4.5,-1.01654e-7,-4.7233,0,0,2.14677,3,20,3,0,0.001,10126.3,-2.51069,1.42054,4.5,-1.01654e-7,0.23602,0,0,0.274258,0,0,0,0,0,0,0,0,0,0,Naive
102,-4.96153,0,0,1.38098,3,20,3,0,0.001,10214.5,-2.51233,1.42148,4.5,-1.06396e-7,-4.97627,0,0,1.35592,3,20,3,0,0.001,10126.3,-2.51069,1.42054,4.5,-1.01654e-7,-5.02406,0,0,1.41797,3,20,3,0,0.001,10126.3,-2.51069,1.42054,4.5,-1.01654e-7,0.224228,0,0,0.154241,0,0,0,0,0,0,0,0,0,0,Naive
103,-5.89644,0,0,2.00409,3,20,3,0,0.001,10214.5,-2.51233,1.42148,4.5,-1.06396e-7,-5.8234,0,0,2.09151,3,20,3,0,0.001,10126.3,-2.51069,1.42054,4.5,-1.01654e-7,-5.88368,0,0,1.94528,3,20,3,0,0.001,10126.3,-2.51069,1.42054,4.5,-1.01654e-7,0.31055,0,0,0.402097,0,0,0,0,0,0,0,0,0,0,Naive
104,-5.92779,0,0,1.23002,3,20,3,0,0.001,10214.5,-2.51233,1.42148,4.5,-1.06396e-7,-5.89784,0,0,1.21583,3,20,3,0,0.001,10126.3,-2.51069,1.42054,4.5,-1.01654e-7,-5.83169,0,0,1.26587,3,20,3,0,0.001,10126.3,-2.51069,1.42054,4.5,-1.01654e-7,0.242363,0,0,0.188926,0,0,0,0,0,0,0,0,0,0,Naive
105,-6.20596,0,0,1.58132,3,20,3,0,0.001,10214.5,-2.51233,1.42148,4.5,-1.06396e-7,-6.16019,0,0,1.621,3,20,3,0,0.001,10126.3,-2.51069,1.42054,4.5,-1.01654e-7,-6.19393,0,0,1.55858,3,20,3,0,0.001,10126.3,-2.51069,1.42054,4.5,-1.01654e-7,0.349962,0,0,0.339926,0,0,0,0,0,0,0,0,0,0,Naive
106,-5.63354,0,0,1.3837,3,20,3,0,0.001,10214.5,-2.51233,1.42148,4.5,-1.06396e-7,-5.60837,0,0,1.3909,3,20,3,0,0.001,10126.3,-2.51069,1.42054,4.5,-1.01654e-7,-5.61725,0,0,1.39252,3,20,3,0,0.001,10126.3,-2.51069,1.42054,4.5,-1.01654e-7,0.309025,0,0,0.196411,0,0,0,0,0,0,0,0,0,0,Naive
201,-6.61889,0,0,1.65468,3,20,3,0,0.001,10214.5,-2.51233,1.42148,4.5,-1.06396e-7,-6.5911,0,0,1.68623,3,20,3,0,0.001,10126.3,-2.51069,1.42054,4.5,-1.01654e-7,-6.57825,0,0,1.66027,3,20,3,0,0.001,10126.3,-2.51069,1.42054,4.5,-1.01654e-7,0.339077,0,0,0.347636,0,0,0,0,0,0,0,0,0,0,Convalescent
202,-7.27576,0,0,2.00911,3,20,3,0,0.001,10214.5,-2.51233,1.42148,4.5,-1.06396e-7,-7.28774,0,0,1.97176,3,20,3,0,0.001,10126.3,-2.51069,1.42054,4.5,-1.01654e-7,-7.25724,0,0,1.94563,3,20,3,0,0.001,10126.3,-2.51069,1.42054,4.5,-1.01654e-7,0.35679,0,0,0.442412,0,0,0,0,0,0,0,0,0,0,Convalescent
203,-6.99872,0,0,1.93907,3,20,3,0,0.001,10214.5,-2.51233,1.42148,4.5,-1.06396e-7,-7.07196,0,0,1.85426,3,20,3,0,0.001,10126.3,-2.51069,1.42054,4.5,-1.01654e-7,-7.01494,0,0,1.85832,3,20,3,0,0.001,10126.3,-2.51069,1.42054,4.5,-1.01654e-7,0.371076,0,0,0.421667,0,0,0,0,0,0,0,0,0,0,Convalescent
204,-7.1138,0,0,1.81066,3,20,3,0,0.001,10214.5,-2.51233,1.42148,4.5,-1.06396e-7,-7.16372,0,0,1.76828,3,20,3,0,0.001,10126.3,-2.51069,1.42054,4.5,-1.01654e-7,-7.10836,0,0,1.73953,3,20,3,0,0.001,10126.3,-2.51069,1.42054,4.5,-1.01654e-7,0.365883,0,0,0.343315,0,0,0,0,0,0,0,0,0,0,Convalescent
