"AnimalID";"Time";"log10VL";"obs";"Group";"type";"organ";"Weight";"censored";"ECL.Slope.beta";"ECL.Intercept.beta";"ECL.Slope";"ECL.Intercept";"Marker2.Slope";"Marker2.Intercept";"Marker3.Slope";"Marker3.Intercept"
101;0;2.67760695272049;1;"Naive";"Total";"Trachea";5.00632976578781;1;-227223.928276344;1059972.00303364;-227223.928276344;1059972.00303364;82809.908780634;154557.459254329;62707.371221697;149553.121147568
101;1;5.66745244981804;1;"Naive";"Total";"Trachea";5.00632976578781;0;-227223.928276344;1059972.00303364;-227223.928276344;1059972.00303364;82809.908780635;154557.459254328;62707.371221696;149553.121147569
101;2;3.70812108300861;1;"Naive";"Total";"Trachea";5.00632976578781;0;-227223.928276344;1059972.00303364;-227223.928276344;1059972.00303364;82809.908780634;154557.45925433;62707.371221697;149553.121147567
101;3;4.42351391725231;1;"Naive";"Total";"Trachea";5.00632976578781;0;-227223.928276344;1059972.00303364;-227223.928276344;1059972.00303364;82809.908780635;154557.459254327;62707.371221697;149553.121147567
101;4;4.77150437765789;1;"Naive";"Total";"Trachea";5.00632976578781;0;26405.345232991;45454.9089963001;26405.345232991;45454.9089963001;-50158.287291649;686430.243543463;-8140.27363062202;432943.700556843
101;6;2.67760695272049;1;"Naive";"Total";"Trachea";5.00632976578781;1;26405.345232991;45454.9089963;26405.345232991;45454.9089963;-50158.287291649;686430.243543463;-8140.27363062103;432943.700556837
101;9;2.67760695272049;1;"Naive";"Total";"Trachea";5.00632976578781;1;2770.74941851798;258166.271326557;2770.74941851798;258166.271326557;-11427.923924029;337856.973234883;19221.092079263;186691.409167879
101;14;2.67760695272049;1;"Naive";"Total";"Trachea";5.00632976578781;1;2770.74941851699;258166.27132657;2770.74941851699;258166.27132657;-11427.92392403;337856.973234897;19221.092079262;186691.409167892
101;20;2.67760695272049;1;"Naive";"Total";"Trachea";5.00632976578781;1;0;313581.259696914;0;313581.259696914;0;109298.494754302;0;571113.250753136
101;0;2.87448181769947;2;"Naive";"Sg";"Trachea";5.00632976578781;1;-227223.928276344;1059972.00303364;-227223.928276344;1059972.00303364;82809.908780634;154557.459254329;62707.371221697;149553.121147568
101;1;4.40653632874119;2;"Naive";"Sg";"Trachea";5.00632976578781;0;-227223.928276344;1059972.00303364;-227223.928276344;1059972.00303364;82809.908780635;154557.459254328;62707.371221696;149553.121147569
101;2;2.87448181769947;2;"Naive";"Sg";"Trachea";5.00632976578781;1;-227223.928276344;1059972.00303364;-227223.928276344;1059972.00303364;82809.908780634;154557.45925433;62707.371221697;149553.121147567
101;3;2.87448181769947;2;"Naive";"Sg";"Trachea";5.00632976578781;1;-227223.928276344;1059972.00303364;-227223.928276344;1059972.00303364;82809.908780635;154557.459254327;62707.371221697;149553.121147567
101;4;2.87448181769947;2;"Naive";"Sg";"Trachea";5.00632976578781;1;26405.345232991;45454.9089963001;26405.345232991;45454.9089963001;-50158.287291649;686430.243543463;-8140.27363062202;432943.700556843
101;6;2.87448181769947;2;"Naive";"Sg";"Trachea";5.00632976578781;1;26405.345232991;45454.9089963;26405.345232991;45454.9089963;-50158.287291649;686430.243543463;-8140.27363062103;432943.700556837
101;0;2.67760695272049;3;"Naive";"Total";"Naso";5.00632976578781;1;-227223.928276344;1059972.00303364;-227223.928276344;1059972.00303364;82809.908780634;154557.459254329;62707.371221697;149553.121147568
101;1;8.77433615937104;3;"Naive";"Total";"Naso";5.00632976578781;0;-227223.928276344;1059972.00303364;-227223.928276344;1059972.00303364;82809.908780635;154557.459254328;62707.371221696;149553.121147569
101;2;6.51440304433926;3;"Naive";"Total";"Naso";5.00632976578781;0;-227223.928276344;1059972.00303364;-227223.928276344;1059972.00303364;82809.908780634;154557.45925433;62707.371221697;149553.121147567
101;3;6.38684019214392;3;"Naive";"Total";"Naso";5.00632976578781;0;-227223.928276344;1059972.00303364;-227223.928276344;1059972.00303364;82809.908780635;154557.459254327;62707.371221697;149553.121147567
101;4;5.35363837241449;3;"Naive";"Total";"Naso";5.00632976578781;0;26405.345232991;45454.9089963001;26405.345232991;45454.9089963001;-50158.287291649;686430.243543463;-8140.27363062202;432943.700556843
101;6;5.91129617855928;3;"Naive";"Total";"Naso";5.00632976578781;0;26405.345232991;45454.9089963;26405.345232991;45454.9089963;-50158.287291649;686430.243543463;-8140.27363062103;432943.700556837
101;9;3.86634510190748;3;"Naive";"Total";"Naso";5.00632976578781;0;2770.74941851798;258166.271326557;2770.74941851798;258166.271326557;-11427.923924029;337856.973234883;19221.092079263;186691.409167879
101;14;2.99949734889647;3;"Naive";"Total";"Naso";5.00632976578781;0;2770.74941851699;258166.27132657;2770.74941851699;258166.27132657;-11427.92392403;337856.973234897;19221.092079262;186691.409167892
101;20;2.67760695272049;3;"Naive";"Total";"Naso";5.00632976578781;1;0;313581.259696914;0;313581.259696914;0;109298.494754302;0;571113.250753136
