beta_N_pow_pop,1,0.055715,-0.070478,-0.008458,-0.15808,-0.074385,-0.034305,0.050371,0.0080432,-0.026208,0.0021918,-0.10584
delta_N_pop,0.055715,1,0.95832,-0.79601,0.81018,-0.97874,-0.85971,0.98393,0.59655,0.81012,-0.20724,0.64633
P_N_pop,-0.070478,0.95832,1,-0.83832,0.87602,-0.91835,-0.84497,0.94954,0.58682,0.8066,-0.23561,0.67444
fact_P_T_pop,-0.008458,-0.79601,-0.83832,1,-0.68056,0.78998,0.74088,-0.80024,-0.53162,-0.6307,0.24701,-0.53148
alpha_VLSG_pop,-0.15808,0.81018,0.87602,-0.68056,1,-0.75329,-0.73661,0.80676,0.51428,0.64339,-0.18835,0.56772
beta_immuno_pop,-0.074385,-0.97874,-0.91835,0.78998,-0.75329,1,0.84099,-0.96121,-0.57049,-0.77825,0.19633,-0.62964
omega_beta_N_pow,-0.034305,-0.85971,-0.84497,0.74088,-0.73661,0.84099,1,-0.85897,-0.49866,-0.68392,0.21912,-0.5608
omega_delta_N,0.050371,0.98393,0.94954,-0.80024,0.80676,-0.96121,-0.85897,1,0.56319,0.79235,-0.21536,0.63676
a1,0.0080432,0.59655,0.58682,-0.53162,0.51428,-0.57049,-0.49866,0.56319,1,0.48656,-0.13112,0.38095
a2,-0.026208,0.81012,0.8066,-0.6307,0.64339,-0.77825,-0.68392,0.79235,0.48656,1,-0.16983,0.57411
a3,0.0021918,-0.20724,-0.23561,0.24701,-0.18835,0.19633,0.21912,-0.21536,-0.13112,-0.16983,1,-0.13571
a4,-0.10584,0.64633,0.67444,-0.53148,0.56772,-0.62964,-0.5608,0.63676,0.38095,0.57411,-0.13571,1
