beta_N_pow_pop,1,0.49188,0.28623,-0.14397,0.10042,0.038812,-0.41902,0.48875,0.13568,0.24451,-0.090552,0.074489
delta_N_pop,0.49188,1,0.90158,-0.24141,0.63578,0.14153,-0.79488,0.97709,0.31106,0.70794,-0.19691,0.45264
P_N_pop,0.28623,0.90158,1,-0.342,0.75023,0.14409,-0.73106,0.88855,0.29022,0.71685,-0.21981,0.5201
fact_P_T_pop,-0.14397,-0.24141,-0.342,1,-0.17223,-0.058501,0.29481,-0.26904,-0.15824,-0.12053,0.14292,-0.10029
alpha_VLSG_pop,0.10042,0.63578,0.75023,-0.17223,1,0.10145,-0.53813,0.62722,0.22504,0.45014,-0.14313,0.36721
beta_immuno_pop,0.038812,0.14153,0.14409,-0.058501,0.10145,1,-0.11615,0.14367,0.038041,0.1038,-0.033646,0.074375
omega_beta_N_pow,-0.41902,-0.79488,-0.73106,0.29481,-0.53813,-0.11615,1,-0.80669,-0.20492,-0.53486,0.19831,-0.34867
omega_delta_N,0.48875,0.97709,0.88855,-0.26904,0.62722,0.14367,-0.80669,1,0.27557,0.68576,-0.2022,0.45012
a1,0.13568,0.31106,0.29022,-0.15824,0.22504,0.038041,-0.20492,0.27557,1,0.21997,-0.064274,0.12149
a2,0.24451,0.70794,0.71685,-0.12053,0.45014,0.1038,-0.53486,0.68576,0.21997,1,-0.13785,0.41127
a3,-0.090552,-0.19691,-0.21981,0.14292,-0.14313,-0.033646,0.19831,-0.2022,-0.064274,-0.13785,1,-0.091246
a4,0.074489,0.45264,0.5201,-0.10029,0.36721,0.074375,-0.34867,0.45012,0.12149,0.41127,-0.091246,1
