beta_N_pow_pop,1,0.98812,0.90378,0.64228,-0.73652,-0.96059,-0.9788,0.98859,0.69062,0.91947,-0.51908,0.096009
delta_N_pop,0.98812,1,0.93698,0.66111,-0.711,-0.97381,-0.98759,0.99904,0.7038,0.94014,-0.52172,0.12498
P_N_pop,0.90378,0.93698,1,0.55632,-0.53831,-0.90007,-0.92346,0.933,0.68277,0.91356,-0.5052,0.2047
fact_P_T_pop,0.64228,0.66111,0.55632,1,-0.45558,-0.69444,-0.63078,0.6558,0.39834,0.64513,-0.27979,0.11873
alpha_VLSG_pop,-0.73652,-0.711,-0.53831,-0.45558,1,0.7018,0.70394,-0.71573,-0.46014,-0.66468,0.38133,-0.02764
beta_immuno_pop,-0.96059,-0.97381,-0.90007,-0.69444,0.7018,1,0.95875,-0.9723,-0.67103,-0.91429,0.50046,-0.12214
omega_beta_N_pow,-0.9788,-0.98759,-0.92346,-0.63078,0.70394,0.95875,1,-0.98821,-0.68835,-0.92362,0.52283,-0.11512
omega_delta_N,0.98859,0.99904,0.933,0.6558,-0.71573,-0.9723,-0.98821,1,0.69889,0.93756,-0.52285,0.12259
a1,0.69062,0.7038,0.68277,0.39834,-0.46014,-0.67103,-0.68835,0.69889,1,0.66593,-0.37242,0.082048
a2,0.91947,0.94014,0.91356,0.64513,-0.66468,-0.91429,-0.92362,0.93756,0.66593,1,-0.48483,0.16708
a3,-0.51908,-0.52172,-0.5052,-0.27979,0.38133,0.50046,0.52283,-0.52285,-0.37242,-0.48483,1,-0.053484
a4,0.096009,0.12498,0.2047,0.11873,-0.02764,-0.12214,-0.11512,0.12259,0.082048,0.16708,-0.053484,1
